,,,,,,,,,,,,on ground,,,,,,,,,,,,,,,,,,,,
5.272901058,1.00E-04,0,3,1,349,78,0,0,0,0,2,1,-0.065498348,0,0,60,1.00E-04,0,4,0,14,24,0,0,0,0,2,1,0,0,0,25
30.24076843,1.00E-04,0,3,1,20,12,0,0,0,0,2,1,4.439999819,0,0,60,1.00E-04,0,4,0,14,37,0,0,0,0,2,1,0,0,0,47
40.51077271,23.22009468,0,3,1,26,9,0,0,0,0,1,0,0.17399992,2.059998989,0,60,1.00E-04,0,4,0,14,50,0,0,0,0,2,1,0,0,0,12
41.8627739,38.17008209,0,3,1,69,13,0,0,0,0,1,0,0.043999918,0.369999051,0,60,1.00E-04,0,4,0,14,3,0,0,0,0,2,1,0,0,0,9
38.12477112,3.500080109,0,3,1,69,26,0,0,0,0,1,0,-0.522000134,-3.5,0,60,1.00E-04,0,4,0,14,16,0,0,0,0,2,1,0,0,0,45
33.82277298,1.00E-04,0,3,1,74,13,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,29,0,0,0,0,2,1,0,0,0,8
33.82277298,1.00E-04,0,3,1,74,29,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,42,0,0,0,0,2,1,0,0,0,50
33.82277298,23.22009468,0,3,1,25,9,0,0,0,0,1,0,0,2.059998989,0,60,1.00E-04,0,4,0,14,55,0,0,0,0,2,1,0,0,0,15
38.13277435,38.17008209,0,3,1,66,13,0,0,0,0,1,0,0.566000044,0.369999051,0,60,1.00E-04,0,4,0,14,8,0,0,0,0,2,1,0,0,0,10
40.10077286,31.15006828,0,3,1,66,26,0,0,0,0,1,0,-0.143999964,-1.320000887,0,60,1.00E-04,0,4,0,14,21,0,0,0,0,2,1,0,0,0,22
39.13877487,2.270056725,0,3,1,66,39,0,0,0,0,1,0,-0.01399998,-2.900000095,0,60,1.00E-04,0,4,0,14,34,0,0,0,0,2,1,0,0,0,2
29.13076973,26.71004868,0,3,1,28,13,0,0,0,0,0,0,-0.773999989,1.099999309,0,60,1.00E-04,0,4,0,14,47,0,0,0,0,2,1,0,0,0,37
15.41076565,29.18004227,0,3,1,28,26,0,0,0,0,0,0,-1.110000014,-0.590000629,0,60,1.00E-04,0,4,0,14,60,0,0,0,0,2,1,0,0,0,32
1.890764117,9.680033684,0,3,1,68,13,0,0,0,0,0,0,-0.980000138,-2.280000687,0,60,1.00E-04,0,4,0,14,73,0,0,0,0,2,1,0,0,0,15
-5.329238892,1.00E-04,0,3,1,73,17,0,0,0,0,2,1,-0.200000696,0,0,60,1.00E-04,0,4,0,14,11,0,0,0,0,2,1,0,0,0,41
-5.349239349,1.00E-04,0,3,1,178,-1,0,0,6,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,24,0,0,0,0,2,1,0,0,0,6
-5.349239349,1.00E-04,0,3,1,235,13,0,0,7,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,37,0,0,0,0,2,1,0,0,0,48
-5.349239349,1.00E-04,0,3,1,235,26,0,0,7,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,50,0,0,0,0,2,1,0,0,0,18
-5.349239349,1.00E-04,0,3,1,39,7,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,3,0,0,0,0,2,1,0,0,0,33
-5.349239349,1.00E-04,0,3,1,64,13,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,16,0,0,0,0,2,1,0,0,0,32
-5.349239349,1.00E-04,0,3,1,64,14,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,29,0,0,0,0,2,1,0,0,0,44
-5.349239349,1.00E-04,0,3,1,64,27,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,42,0,0,0,0,2,1,0,0,0,36
-5.349239349,1.00E-04,0,3,1,64,40,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,55,0,0,0,0,2,1,0,0,0,45
-5.349239349,1.00E-04,0,3,1,41,1,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,68,0,0,0,0,2,1,0,0,0,39
-5.349239349,1.00E-04,0,3,1,235,12,0,0,1,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,6,0,0,0,0,2,1,0,0,0,4
-5.349239349,1.00E-04,0,3,1,235,25,0,0,1,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,19,0,0,0,0,2,1,0,0,0,16
-2.884945393,1.00E-04,0,3,1,14,1,0,0,1,0,2,1,0.904877365,0,0,60,1.00E-04,0,4,0,14,32,0,0,0,0,2,1,0,0,0,30
-1.822751641,1.00E-04,0,3,1,212,13,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,45,0,0,0,0,2,1,0,0,0,19
-1.822751641,1.00E-04,0,3,1,212,26,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,58,0,0,0,0,2,1,0,0,0,14
-1.822751641,1.00E-04,0,3,1,14,9,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,11,0,0,0,0,2,1,0,0,0,30
-1.822751641,1.00E-04,0,3,1,212,13,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,24,0,0,0,0,2,1,0,0,0,8
-1.822751641,1.00E-04,0,3,1,212,26,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,37,0,0,0,0,2,1,0,0,0,46
-1.822751641,1.00E-04,0,3,0,18,9,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,50,0,0,0,0,2,1,0,0,0,31
-1.822751641,1.00E-04,0,3,0,212,13,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,63,0,0,0,0,2,1,0,0,0,2
-1.822751641,1.00E-04,0,3,0,212,26,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,1,0,0,0,0,2,1,0,0,0,28
-1.822751641,1.00E-04,0,3,0,180,0,0,0,8,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,14,0,0,0,0,2,1,0,0,0,41
-1.822751641,23.22009468,0,3,0,25,9,0,0,0,0,1,0,0,2.059998989,0,60,1.00E-04,0,4,0,14,27,0,0,0,0,2,1,0,0,0,52
3.567248106,38.17008209,0,3,0,25,22,0,0,0,0,1,0,0.709999979,0.369999051,0,60,1.00E-04,0,4,0,14,40,0,0,0,0,2,1,0,0,0,33
13.72325039,3.500080109,0,3,0,67,13,0,0,0,0,1,0,0.773999989,-3.5,0,60,1.00E-04,0,4,0,14,53,0,0,0,0,2,1,0,0,0,16
19.19124603,1.00E-04,0,3,0,72,19,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,66,0,0,0,0,2,1,0,0,0,31
19.19124603,1.00E-04,0,3,0,178,-1,0,0,6,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,9,0,0,0,0,2,1,0,0,0,11
-7.554884911,1.00E-04,0,3,0,233,13,0,0,0,0,2,1,-2.371005893,0,0,60,1.00E-04,0,4,0,14,22,0,0,0,0,2,1,0,0,0,6
-14.52500248,1.00E-04,0,3,1,233,26,0,0,0,0,2,1,-0.274490342,0,0,60,1.00E-04,0,4,0,14,35,0,0,0,0,2,1,0,0,0,28
-14.75968266,1.00E-04,0,3,1,178,-1,0,0,7,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,48,0,0,0,0,2,1,0,0,0,9
-14.75968266,1.00E-04,0,3,1,235,12,0,0,9,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,1,0,0,0,0,2,1,0,0,0,7
-14.75968266,1.00E-04,0,3,1,235,25,0,0,9,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,14,0,0,0,0,2,1,0,0,0,18
-14.75968266,1.00E-04,0,3,1,39,6,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,27,0,0,0,0,2,1,0,0,0,49
-14.75968266,1.00E-04,0,3,1,14,2,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,40,0,0,0,0,2,1,0,0,0,11
-14.75968266,1.00E-04,0,3,1,63,8,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,53,0,0,0,0,2,1,0,0,0,3
-14.75968266,1.00E-04,0,3,1,63,21,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,66,0,0,0,0,2,1,0,0,0,50
-14.75968266,1.00E-04,0,3,1,63,34,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,9,0,0,0,0,2,1,0,0,0,16
-11.010746,1.00E-04,0,3,1,14,1,0,0,1,0,2,1,1.077942789,0,0,60,1.00E-04,0,4,0,14,22,0,0,0,0,2,1,0,0,0,49
-9.456918716,1.00E-04,0,3,1,14,14,0,0,1,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,35,0,0,0,0,2,1,0,0,0,48
-9.456918716,1.00E-04,0,3,1,41,1,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,48,0,0,0,0,2,1,0,0,0,41
-9.456918716,21.16009521,0,3,1,25,8,0,0,0,0,1,0,0,2.189999104,0,60,1.00E-04,0,4,0,14,1,0,0,0,0,2,1,0,0,0,44
0.551080108,45.60008621,0,3,1,27,13,0,0,0,0,0,0,0.773999989,1.099999309,0,60,1.00E-04,0,4,0,14,14,0,0,0,0,2,1,0,0,0,47
6.283080578,48.07007599,0,3,1,27,26,0,0,0,0,0,0,0.188000038,-0.590000629,0,60,1.00E-04,0,4,0,14,27,0,0,0,0,2,1,0,0,0,38
4.417080879,28.57006645,0,3,1,27,39,0,0,0,0,0,0,-0.377999991,-2.280000687,0,60,1.00E-04,0,4,0,14,40,0,0,0,0,2,1,0,0,0,39
0.833079875,1.00E-04,0,3,1,42,4,0,0,0,0,2,1,-0.076000184,0,0,60,1.00E-04,0,4,0,14,53,0,0,0,0,2,1,0,0,0,36
0.833079875,1.00E-04,0,3,1,235,12,0,0,1,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,6,0,0,0,0,2,1,0,0,0,12
0.833079875,1.00E-04,0,3,1,235,25,0,0,1,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,19,0,0,0,0,2,1,0,0,0,9
0.833079875,1.00E-04,0,3,1,39,6,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,32,0,0,0,0,2,1,0,0,0,36
0.833079875,1.00E-04,0,3,1,235,12,0,0,1,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,45,0,0,0,0,2,1,0,0,0,0
0.833079875,1.00E-04,0,3,1,235,25,0,0,1,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,58,0,0,0,0,2,1,0,0,0,24
0.833079875,1.00E-04,0,3,1,39,6,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,11,0,0,0,0,2,1,0,0,0,12
0.833079875,1.00E-04,0,3,1,64,13,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,24,0,0,0,0,2,1,0,0,0,15
0.833079875,1.00E-04,0,3,1,64,14,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,37,0,0,0,0,2,1,0,0,0,37
0.833079875,1.00E-04,0,3,1,64,27,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,50,0,0,0,0,2,1,0,0,0,4
0.833079875,1.00E-04,0,3,1,64,40,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,3,0,0,0,0,2,1,0,0,0,45
0.833079875,1.00E-04,0,3,1,41,1,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,16,0,0,0,0,2,1,0,0,0,20
-1.584002614,1.00E-04,0,3,1,353,13,0,0,0,0,0,1,0,0.000984267,0,60,1.00E-04,0,4,0,14,29,0,0,0,0,2,1,0,0,0,35
3.946150303,40.7178688,0,3,1,353,26,0,0,0,0,0,0,0.240596294,1.561031342,0,60,1.00E-04,0,4,0,14,42,0,0,0,0,2,1,0,0,0,1
3.641902924,48.48308182,0,3,1,353,39,0,0,0,0,0,0,0.240596294,-0.314983368,0,60,1.00E-04,0,4,0,14,55,0,0,0,0,2,1,0,0,0,50
6.769656181,33.03071213,0,3,1,353,52,0,0,0,0,0,0,0.240596771,-1.65423584,0,60,1.00E-04,0,4,0,14,8,0,0,0,0,2,1,0,0,0,23
9.88740921,12.82229233,0,3,1,35,1,0,0,0,0,0,0,0.230596766,-1.386290431,0,60,1.00E-04,0,4,0,14,21,0,0,0,0,2,1,0,0,0,30
11.01158524,1.00E-04,0,3,1,43,9,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,34,0,0,0,0,2,1,0,0,0,17
11.01158524,1.00E-04,0,3,1,43,22,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,47,0,0,0,0,2,1,0,0,0,41
11.01158524,1.00E-04,0,3,1,178,-1,0,0,4,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,60,0,0,0,0,2,1,0,0,0,9
11.01158524,1.00E-04,0,3,1,235,13,0,0,5,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,3,0,0,0,0,2,1,0,0,0,19
11.01158524,1.00E-04,0,3,1,235,26,0,0,5,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,16,0,0,0,0,2,1,0,0,0,27
11.01158524,1.00E-04,0,3,1,178,-1,0,0,6,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,29,0,0,0,0,2,1,0,0,0,21
11.01158524,1.00E-04,0,3,1,235,13,0,0,7,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,42,0,0,0,0,2,1,0,0,0,29
11.01158524,1.00E-04,0,3,1,235,26,0,0,7,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,55,0,0,0,0,2,1,0,0,0,35
11.01158524,1.00E-04,0,3,1,178,-1,0,0,6,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,68,0,0,0,0,2,1,0,0,0,36
11.01158524,1.00E-04,0,3,1,235,13,0,0,7,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,6,0,0,0,0,2,1,0,0,0,2
11.01158524,1.00E-04,0,3,1,235,26,0,0,7,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,19,0,0,0,0,2,1,0,0,0,32
11.01158524,1.00E-04,0,3,1,178,-1,0,0,6,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,32,0,0,0,0,2,1,0,0,0,4
11.01158524,23.22009468,0,3,1,25,9,0,0,0,0,1,0,0,2.059998989,0,60,1.00E-04,0,4,0,14,45,0,0,0,0,2,1,0,0,0,49
11.01158524,38.17008209,0,3,1,25,22,0,0,0,0,1,0,0,0.369999051,0,60,1.00E-04,0,4,0,14,58,0,0,0,0,2,1,0,0,0,33
15.32158661,3.500080109,0,3,1,66,13,0,0,0,0,1,0,0.566000044,-3.5,0,60,1.00E-04,0,4,0,14,1,0,0,0,0,2,1,0,0,0,16
19.24158287,1.00E-04,0,3,1,71,18,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,14,0,0,0,0,2,1,0,0,0,39
19.24158287,1.00E-04,0,3,1,178,-1,0,0,5,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,27,0,0,0,0,2,1,0,0,0,3
19.24158287,1.00E-04,0,3,1,235,13,0,0,6,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,40,0,0,0,0,2,1,0,0,0,35
19.24158287,1.00E-04,0,3,1,235,26,0,0,6,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,53,0,0,0,0,2,1,0,0,0,46
19.24158287,1.00E-04,0,3,1,18,7,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,6,0,0,0,0,2,1,0,0,0,3
19.24158287,23.22009468,0,3,0,25,9,0,0,0,0,1,0,0,2.059998989,0,60,1.00E-04,0,4,0,14,19,0,0,0,0,2,1,0,0,0,21
17.6750927,26.82979774,0,3,0,359,13,0,0,0,0,1,0,-0.246070385,-0.023047924,0,60,1.00E-04,0,4,0,14,32,0,0,0,0,2,1,0,0,0,44
5.402647018,1.00E-04,0,3,0,360,2,0,0,0,0,2,1,-1.49084568,0,0,60,1.00E-04,0,4,0,14,45,0,0,0,0,2,1,0,0,0,1
4.606378555,1.00E-04,0,3,0,360,15,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,58,0,0,0,0,2,1,0,0,0,15
4.606378555,1.00E-04,0,3,0,360,28,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,11,0,0,0,0,2,1,0,0,0,45
4.606378555,1.00E-04,0,3,0,360,41,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,24,0,0,0,0,2,1,0,0,0,46
-0.540382564,1.00E-04,0,3,0,14,1,0,0,-1,0,2,1,-1.203849375,0,0,60,1.00E-04,0,4,0,14,37,0,0,0,0,2,1,0,0,0,40
-2.513855934,1.00E-04,0,3,0,180,0,0,0,12,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,50,0,0,0,0,2,1,0,0,0,24
-2.513855934,1.00E-04,0,3,0,235,13,0,0,13,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,3,0,0,0,0,2,1,0,0,0,3
-2.513855934,1.00E-04,0,3,0,235,26,0,0,13,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,16,0,0,0,0,2,1,0,0,0,38
-2.513855934,1.00E-04,0,3,0,178,-1,0,0,6,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,29,0,0,0,0,2,1,0,0,0,0
-2.513855934,1.00E-04,0,3,0,235,13,0,0,7,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,42,0,0,0,0,2,1,0,0,0,13
-2.513855934,1.00E-04,0,3,0,235,26,0,0,7,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,55,0,0,0,0,2,1,0,0,0,25
-2.513855934,1.00E-04,0,3,0,18,7,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,8,0,0,0,0,2,1,0,0,0,25
-12.21101379,1.00E-04,0,3,1,349,13,0,0,0,0,2,1,0.000629425,0,0,60,1.00E-04,0,4,0,14,21,0,0,0,0,2,1,0,0,0,12
25.04479218,1.00E-04,0,3,1,349,26,0,0,0,0,2,1,5.156680822,0,0,60,1.00E-04,0,4,0,14,34,0,0,0,0,2,1,0,0,0,28
45.05456924,1.00E-04,0,3,1,349,39,0,0,0,0,2,1,1.814025819,0,0,60,1.00E-04,0,4,0,14,47,0,0,0,0,2,1,0,0,0,17
53.02729034,1.00E-04,0,3,1,349,52,0,0,0,0,2,1,0.784965485,0,0,60,1.00E-04,0,4,0,14,60,0,0,0,0,2,1,0,0,0,6
54.22003937,1.00E-04,0,3,1,349,65,0,0,0,0,2,1,0.158462517,0,0,61.49999619,1.00E-04,0,4,0,14,73,0,0,0,0,2,1,0,0,0,7
54.24938965,1.00E-04,0,3,1,349,78,0,0,0,0,2,1,-0.065498348,0,0,61.49999619,1.00E-04,0,4,0,14,11,0,0,0,0,2,1,0,0,0,28
37.5152359,1.00E-04,0,3,1,234,11,0,0,0,0,2,1,-3.557893634,0,0,61.49999619,1.00E-04,0,4,0,14,24,0,0,0,0,2,1,0,0,0,8
22.71148872,1.00E-04,0,3,1,234,24,0,0,0,0,2,1,-1.4904899,0,0,61.49999619,1.00E-04,0,4,0,14,37,0,0,0,0,2,1,0,0,0,6
20.3535099,1.00E-04,0,3,1,39,6,0,0,0,0,2,1,0,0,0,61.49999619,1.00E-04,0,4,0,14,50,0,0,0,0,2,1,0,0,0,37
2.036822319,1.00E-04,0,3,1,234,12,0,0,0,0,2,1,-3.231128573,0,0,61.49999619,1.00E-04,0,4,0,14,3,0,0,0,0,2,1,0,0,0,41
-11.79613113,1.00E-04,0,3,1,234,25,0,0,0,0,2,1,-1.289535463,0,0,61.49999619,1.00E-04,0,4,0,14,16,0,0,0,0,2,1,0,0,0,35
-13.50934219,1.00E-04,0,3,1,178,-1,0,0,6,0,2,1,0,0,0,61.49999619,1.00E-04,0,4,0,14,29,0,0,0,0,2,1,0,0,0,23
-13.50934219,23.22009468,0,3,1,25,9,0,0,0,0,1,0,0,2.059998989,0,61.49999619,1.00E-04,0,4,0,14,42,0,0,0,0,2,1,0,0,0,9
-17.81934357,38.17007828,0,3,1,67,13,0,0,0,0,1,0,-0.566000044,0.369999051,0,61.49999619,1.00E-04,0,4,0,14,55,0,0,0,0,2,1,0,0,0,11
-27.60934639,31.15006828,0,3,1,67,26,0,0,0,0,1,0,-0.773999989,-1.320000887,0,61.49999619,1.00E-04,0,4,0,14,68,0,0,0,0,2,1,0,0,0,20
-37.61734772,50.23006439,0,3,1,28,11,0,0,0,0,0,0,-0.773999989,1.359999299,0,61.49999619,1.00E-04,0,4,0,14,6,0,0,0,0,2,1,0,0,0,8
-43.34934998,56.08005142,0,3,1,28,24,0,0,0,0,0,0,-0.188000038,-0.330000639,0,61.49999619,1.00E-04,0,4,0,14,19,0,0,0,0,2,1,0,0,0,11
-50.10335159,39.96004105,0,3,1,67,13,0,0,0,0,0,0,-0.753999949,-2.020000458,0,61.49999619,1.00E-04,0,4,0,14,32,0,0,0,0,2,1,0,0,0,35
-55.5753479,4.810034752,0,3,1,67,26,0,0,0,0,0,0,-0.167999998,-2.900000095,0,61.49999619,1.00E-04,0,4,0,14,45,0,0,0,0,2,1,0,0,0,14
-56.0773468,1.00E-04,0,3,1,42,11,0,0,0,0,2,1,0,0,0,61.49999619,1.00E-04,0,4,0,14,58,0,0,0,0,2,1,0,0,0,36
-56.0773468,1.00E-04,0,3,1,235,12,0,0,1,0,2,1,0,0,0,61.49999619,1.00E-04,0,4,0,14,1,0,0,0,0,2,1,0,0,0,23
-56.0773468,1.00E-04,0,3,1,235,25,0,0,1,0,2,1,0,0,0,61.49999619,1.00E-04,0,4,0,14,14,0,0,0,0,2,1,0,0,0,6
-56.0773468,1.00E-04,0,3,1,39,6,0,0,0,0,2,1,0,0,0,61.49999619,1.00E-04,0,4,0,14,27,0,0,0,0,2,1,0,0,0,46
-78.85736084,1.00E-04,0,3,0,20,11,0,0,0,0,2,1,-4.440000057,0,0,61.49999619,1.00E-04,0,4,0,14,40,0,0,0,0,2,1,0,0,0,4
-95.76735687,-5.849899769,0,3,0,29,2,0,0,0,0,1,0,-1.030000091,-1.169999957,1,61.49999619,1.00E-04,0,4,0,14,53,0,0,0,0,2,1,0,0,0,37
-110.287384,-32.88990402,0,3,0,29,7,0,0,0,0,1,0,-1.110000014,-2.86000061,1,61.49999619,1.00E-04,0,4,0,14,6,0,0,0,0,2,1,0,0,0,17
-120.3873901,-70.58992004,0,3,0,67,13,0,0,0,0,1,0,-0.524000287,-2.900000095,1,61.49999619,1.00E-04,0,4,0,14,19,0,0,0,0,2,1,0,0,0,13
-126.2893906,-108.2899323,0,3,0,67,26,0,0,0,0,1,0,-0.394000411,-2.900000095,1,61.49999619,1.00E-04,0,4,0,14,32,0,0,0,0,2,1,0,0,0,28
-134.5833893,-140.1899109,0,2,0,0,-1,0,0,0,0,1,0,0,0,1,61.49999619,1.00E-04,0,4,0,14,45,0,0,0,0,2,1,0,0,0,10
-134.5833893,-140.1899109,0,2,0,0,-1,0,0,0,0,1,0,0,0,1,61.49999619,1.00E-04,0,4,0,14,58,0,0,0,0,2,1,0,0,0,17
-134.5833893,-140.1899109,0,2,0,0,-1,0,0,0,0,1,0,0,0,1,61.49999619,1.00E-04,0,4,0,14,11,0,0,0,0,2,1,0,0,0,51
-134.5833893,-140.1899109,0,2,0,0,-1,0,0,0,0,1,0,0,0,1,61.49999619,1.00E-04,0,4,0,14,24,0,0,0,0,2,1,0,0,0,8
-134.5833893,-140.1899109,0,2,0,0,-1,0,0,0,0,1,0,0,0,1,61.49999619,1.00E-04,0,4,0,14,37,0,0,0,0,2,1,0,0,0,31
16,104.7999954,0,2,0,12,8,0,0,0,0,1,0,0,-1.149999976,0,61.49999619,1.00E-04,0,4,0,14,50,0,0,0,0,2,1,0,0,0,33
16,89.84997559,0,2,0,12,21,0,0,0,0,1,0,0,-1.149999499,0,61.49999619,1.00E-04,0,4,0,14,3,0,0,0,0,2,1,0,0,0,7
16,74.89995575,0,2,0,12,34,0,0,0,0,1,0,0,-1.149998426,0,61.49999619,1.00E-04,0,4,0,14,16,0,0,0,0,2,1,0,0,0,44
16,59.94996643,0,2,0,12,47,0,0,0,0,1,0,0,-1.149997473,0,61.49999619,1.00E-04,0,4,0,14,29,0,0,0,0,2,1,0,0,0,29
16,45,0,2,0,12,60,0,0,0,0,1,0,0,-1.149993896,0,61.49999619,1.00E-04,0,4,0,14,42,0,0,0,0,2,1,0,0,0,48
16,2.869995117,0,2,0,29,5,0,0,0,0,1,0,0,-3.5,0,61.49999619,1.00E-04,0,4,0,14,55,0,0,0,0,2,1,0,0,0,48
16,1.00E-04,0,2,0,41,1,0,0,0,0,2,1,0,0,0,61.49999619,1.00E-04,0,4,0,14,8,0,0,0,0,2,1,0,0,0,19
-9.579996109,1.00E-04,0,2,0,20,12,0,0,0,0,2,1,-4.439999819,0,0,61.49999619,1.00E-04,0,4,0,14,21,0,0,0,0,2,1,0,0,0,8
-19.84999466,23.22009468,0,2,0,26,9,0,0,0,0,1,0,-0.17399992,2.059998989,0,61.49999619,1.00E-04,0,4,0,14,34,0,0,0,0,2,1,0,0,0,36
-26.42199326,38.17008209,0,2,0,26,22,0,0,0,0,1,0,-0.739999831,0.369999051,0,61.49999619,1.00E-04,0,4,0,14,47,0,0,0,0,2,1,0,0,0,38
-36.42999649,62.61008072,0,2,0,27,13,0,0,0,0,0,0,-0.773999989,1.099999309,0,61.49999619,1.00E-04,0,4,0,14,60,0,0,0,0,2,1,0,0,0,14
-45.58200455,65.08006287,0,2,0,68,13,0,0,0,0,0,0,-0.644000113,-0.590000629,0,61.49999619,1.00E-04,0,4,0,14,13,0,0,0,0,2,1,0,0,0,2
-55.6280098,45.58005524,0,2,0,68,26,0,0,0,0,0,0,-0.773999989,-2.280000687,0,61.49999619,1.00E-04,0,4,0,14,26,0,0,0,0,2,1,0,0,0,35
-61.36001205,9.060050964,0,2,0,29,6,0,0,0,0,0,0,-0.188000038,-2.900000095,0,61.49999619,1.00E-04,0,4,0,14,39,0,0,0,0,2,1,0,0,0,5
-62.08001328,1.00E-04,0,2,0,42,10,0,0,0,0,2,1,0,0,0,61.49999619,1.00E-04,0,4,0,14,52,0,0,0,0,2,1,0,0,0,22
-62.08031464,1.00E-04,0,2,0,347,13,0,0,0,0,2,1,0.000431345,0,0,61.49999619,1.00E-04,0,4,0,14,65,0,0,0,0,2,1,0,0,0,4
-62.09836197,1.00E-04,0,2,0,347,26,0,0,0,0,2,1,-0.000683729,0,0,61.49999619,1.00E-04,0,4,0,14,3,0,0,0,0,2,1,0,0,0,24
-62.09193802,1.00E-04,0,2,0,347,39,0,0,0,0,2,1,0.001819894,0,0,61.49999619,1.00E-04,0,4,0,14,16,0,0,0,0,2,1,0,0,0,13
-62.0829277,1.00E-04,0,2,0,347,52,0,0,0,0,2,1,0.000412996,0,0,61.49999619,1.00E-04,0,4,0,14,29,0,0,0,0,2,1,0,0,0,44
-73.93469238,1.00E-04,0,2,0,347,65,0,0,0,0,2,1,-0.472652406,0,0,61.49999619,1.00E-04,0,4,0,14,42,0,0,0,0,2,1,0,0,0,37
-74.41087341,1.00E-04,0,2,0,347,78,0,0,0,0,2,1,-0.006069183,0,0,61.49999619,1.00E-04,0,4,0,14,55,0,0,0,0,2,1,0,0,0,21
-74.40898132,1.00E-04,0,2,0,347,91,0,0,0,0,2,1,0.003080368,0,0,61.49999619,1.00E-04,0,4,0,14,8,0,0,0,0,2,1,0,0,0,51
-74.40119934,1.00E-04,0,2,0,39,5,0,0,0,0,2,1,0,0,0,61.49999619,1.00E-04,0,4,0,14,21,0,0,0,0,2,1,0,0,0,26
