,,,,,,,,,,,,on ground,,,,,,,,,,,,,,,,,,,,
-24.30811691,1.00E-04,0,1,1,233,25,0,0,0,0,2,1,-0.362998948,0,0,-30.12735939,1.00E-04,55,3,1,14,18,0,0,0,0,2,1,0,0,0,16
-21.5899086,1.00E-04,0,1,1,14,1,0,0,1,0,2,1,0.998277724,0,0,-31.92735481,1.00E-04,55,3,1,14,31,0,0,0,0,2,1,0,0,0,50
-19.54417038,23.22009468,0,1,1,25,9,0,0,0,0,1,0,0.054354221,2.059998989,0,-31.92735481,1.00E-04,55,3,1,14,44,0,0,0,0,2,1,0,0,0,11
-23.14756393,38.17007828,0,1,1,67,13,0,0,0,0,1,0,-0.511645854,0.369999051,0,-31.92735481,1.00E-04,55,3,1,14,57,0,0,0,0,2,1,0,0,0,31
-28.88895988,31.15006828,0,1,1,67,26,0,0,0,0,1,0,-0.381645977,-1.320000887,0,-31.92735481,1.00E-04,55,3,1,14,10,0,0,0,0,2,1,0,0,0,1
-39.24036026,2.270056725,0,1,1,29,4,0,0,0,0,1,0,-1.091645956,-2.900000095,0,-31.92735481,1.00E-04,55,3,1,14,23,0,0,0,0,2,1,0,0,0,22
-41.39386749,1.00E-04,0,1,0,347,13,0,0,0,0,2,1,0.000431345,0,0,-31.92735481,1.00E-04,55,3,1,14,36,0,0,0,0,2,1,0,0,0,25
-41.41191483,1.00E-04,0,1,0,347,26,0,0,0,0,2,1,-0.000683729,0,0,-31.92735481,1.00E-04,55,3,1,14,49,0,0,0,0,2,1,0,0,0,48
-41.40549088,1.00E-04,0,1,0,347,39,0,0,0,0,2,1,0.001819894,0,0,-31.92735481,1.00E-04,55,3,1,14,62,0,0,0,0,2,1,0,0,0,15
-41.39648056,1.00E-04,0,1,0,347,52,0,0,0,0,2,1,0.000412996,0,0,-31.92735481,1.00E-04,55,3,1,14,75,0,0,0,0,2,1,0,0,0,46
-53.24824905,1.00E-04,0,1,0,347,65,0,0,0,0,2,1,-0.472652406,0,0,-31.92735481,1.00E-04,55,3,1,14,13,0,0,0,0,2,1,0,0,0,48
-53.72441483,1.00E-04,0,1,0,347,78,0,0,0,0,2,1,-0.006069183,0,0,-31.92735481,1.00E-04,55,3,1,14,26,0,0,0,0,2,1,0,0,0,32
-53.72251892,1.00E-04,0,1,0,347,91,0,0,0,0,2,1,0.003080368,0,0,-31.92735481,1.00E-04,55,3,1,14,39,0,0,0,0,2,1,0,0,0,22
-53.71474838,1.00E-04,0,1,0,14,5,0,0,0,0,2,1,0,0,0,-31.92735481,1.00E-04,55,3,1,14,52,0,0,0,0,2,1,0,0,0,51
-53.71474838,1.00E-04,0,1,0,41,1,0,0,0,0,2,1,0,0,0,-31.92735481,1.00E-04,55,3,1,14,5,0,0,0,0,2,1,0,0,0,29
-53.71474838,1.00E-04,0,1,0,63,8,0,0,0,0,2,1,0,0,0,-31.92735481,1.00E-04,55,3,1,14,18,0,0,0,0,2,1,0,0,0,7
-53.71474838,1.00E-04,0,1,0,63,21,0,0,0,0,2,1,0,0,0,-31.92735481,1.00E-04,55,3,1,14,31,0,0,0,0,2,1,0,0,0,41
-53.71474838,1.00E-04,0,1,0,63,34,0,0,0,0,2,1,0,0,0,-31.92735481,1.00E-04,55,3,1,14,44,0,0,0,0,2,1,0,0,0,20
-56.60809326,1.00E-04,0,1,0,14,1,0,0,0,0,2,1,-0.779140711,0,0,-31.92735481,1.00E-04,55,3,1,14,57,0,0,0,0,2,1,0,0,0,8
-50.71708298,23.22009468,0,1,0,26,9,0,0,0,0,1,0,0.773999989,2.059998989,0,-31.92735481,1.00E-04,55,3,1,14,10,0,0,0,0,2,1,0,0,0,27
-44.98508072,38.17008209,0,1,0,66,13,0,0,0,0,1,0,0.188000038,0.369999051,0,-31.92735481,1.00E-04,55,3,1,14,23,0,0,0,0,2,1,0,0,0,20
-46.85107803,31.15006828,0,1,0,66,26,0,0,0,0,1,0,-0.377999991,-1.320000887,0,-31.92735481,1.00E-04,55,3,1,14,36,0,0,0,0,2,1,0,0,0,20
-55.51307678,2.270056725,0,1,0,66,39,0,0,0,0,1,0,-0.773999989,-2.900000095,0,-31.92735481,1.00E-04,55,3,1,14,49,0,0,0,0,2,1,0,0,0,18
-57.07956696,5.879758358,0,1,0,359,13,0,0,0,0,1,0,-0.246070385,-0.023047924,0,-31.92735481,1.00E-04,55,3,1,14,62,0,0,0,0,2,1,0,0,0,33
-64.02116394,1.00E-04,0,1,0,360,7,0,0,0,0,2,1,0,0,0,-31.92735481,1.00E-04,55,3,1,14,75,0,0,0,0,2,1,0,0,0,52
-64.02116394,1.00E-04,0,1,0,360,20,0,0,0,0,2,1,0,0,0,-31.92735481,1.00E-04,55,3,1,14,13,0,0,0,0,2,1,0,0,0,51
-64.02116394,1.00E-04,0,1,0,360,33,0,0,0,0,2,1,0,0,0,-31.92735481,1.00E-04,55,3,1,14,26,0,0,0,0,2,1,0,0,0,38
-64.02116394,1.00E-04,0,1,0,178,-1,0,0,1,0,2,1,0,0,0,-31.92735481,1.00E-04,55,3,1,14,39,0,0,0,0,2,1,0,0,0,42
-64.02116394,1.00E-04,0,1,0,235,13,0,0,2,0,2,1,0,0,0,-31.92735481,1.00E-04,55,3,1,14,52,0,0,0,0,2,1,0,0,0,28
-64.02116394,1.00E-04,0,1,0,235,26,0,0,2,0,2,1,0,0,0,-31.92735481,1.00E-04,55,3,1,14,5,0,0,0,0,2,1,0,0,0,35
-64.02116394,1.00E-04,0,1,0,178,-1,0,0,6,0,2,1,0,0,0,-31.92735481,1.00E-04,55,3,1,14,18,0,0,0,0,2,1,0,0,0,4
-64.02116394,23.22009468,0,1,0,25,9,0,0,0,0,1,0,0,2.059998989,0,-31.92735481,1.00E-04,55,3,1,14,31,0,0,0,0,2,1,0,0,0,21
-65.58765411,26.82979774,0,1,0,359,13,0,0,0,0,1,0,-0.246070385,-0.023047924,0,-31.92735481,1.00E-04,55,3,1,14,44,0,0,0,0,2,1,0,0,0,16
-77.86011505,1.00E-04,0,1,0,360,2,0,0,0,0,2,1,-1.49084568,0,0,-31.92735481,1.00E-04,55,3,1,14,57,0,0,0,0,2,1,0,0,0,26
-78.65638733,1.00E-04,0,1,0,360,15,0,0,0,0,2,1,0,0,0,-31.92735481,1.00E-04,55,3,1,14,10,0,0,0,0,2,1,0,0,0,21
-78.65638733,1.00E-04,0,1,0,360,28,0,0,0,0,2,1,0,0,0,-31.92735481,1.00E-04,55,3,1,14,23,0,0,0,0,2,1,0,0,0,38
-78.65638733,1.00E-04,0,1,0,360,41,0,0,0,0,2,1,0,0,0,-31.92735481,1.00E-04,55,3,1,14,36,0,0,0,0,2,1,0,0,0,21
-78.65638733,1.00E-04,0,1,0,41,1,0,0,0,0,2,1,0,0,0,-31.92735481,1.00E-04,55,3,1,14,49,0,0,0,0,2,1,0,0,0,4
-78.65638733,23.22009468,0,1,0,25,9,0,0,0,0,1,0,0,2.059998989,0,-31.92735481,1.00E-04,55,3,1,14,62,0,0,0,0,2,1,0,0,0,4
-78.65638733,47.66008759,0,1,0,27,13,0,0,0,0,0,0,0,1.099999309,0,-31.92735481,1.00E-04,55,3,1,14,75,0,0,0,0,2,1,0,0,0,36
-82.96638489,50.13008118,0,1,0,27,26,0,0,0,0,0,0,-0.566000044,-0.590000629,0,-31.92735481,1.00E-04,55,3,1,14,13,0,0,0,0,2,1,0,0,0,32
-89.41438293,30.63007164,0,1,0,68,13,0,0,0,0,0,0,-0.436000168,-2.280000687,1,-31.92735481,1.00E-04,55,3,1,14,26,0,0,0,0,2,1,0,0,0,24
-90.77238464,-14.86992836,0,1,0,68,26,0,0,0,0,0,0,0.129999876,-3.5,1,-31.92735481,1.00E-04,55,3,1,14,39,0,0,0,0,2,1,0,0,0,30
-89.99238586,-60.36992645,0,1,0,29,6,0,0,0,0,0,0,0,-3.5,1,-31.92735481,1.00E-04,55,3,1,14,52,0,0,0,0,2,1,0,0,0,39
-89.99238586,-105.8699265,0,1,0,29,3,0,0,0,0,0,0,0,-3.5,1,-31.92735481,1.00E-04,55,3,1,14,5,0,0,0,0,2,1,0,0,0,37
-93.29238892,-140.8699341,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,-31.92735481,1.00E-04,55,3,1,14,18,0,0,0,0,2,1,0,0,0,48
-93.29238892,-140.8699341,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,-31.92735481,1.00E-04,55,3,1,14,31,0,0,0,0,2,1,0,0,0,13
-93.29238892,-140.8699341,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,-31.92735481,1.00E-04,55,3,1,14,44,0,0,0,0,2,1,0,0,0,5
-93.29238892,-140.8699341,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,-31.92735481,1.00E-04,55,3,1,14,57,0,0,0,0,2,1,0,0,0,37
-93.29238892,-140.8699341,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,-31.92735481,1.00E-04,55,3,1,14,70,0,0,0,0,2,1,0,0,0,38
-93.29238892,-140.8699341,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,-31.92735481,1.00E-04,55,3,1,14,83,0,0,0,0,2,1,0,0,0,50
-93.29238892,-140.8699341,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,-31.92735481,1.00E-04,55,3,1,14,96,0,0,0,0,2,1,0,0,0,51
-93.29238892,-140.8699341,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,-31.92735481,1.00E-04,55,3,1,14,109,0,0,0,0,2,1,0,0,0,5
-93.29238892,-140.8699341,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,-31.92735481,1.00E-04,55,3,1,14,122,0,0,0,0,2,1,0,0,0,35
-60,10,0,4,1,322,-1,0,0,0,0,1,0,0,0,0,60,10,0,4,0,322,-1,0,0,0,0,1,0,0,0,0,34
-60,10.71373463,0,4,1,323,13,0,0,0,0,1,0,0,0,0,60,10.43922138,0,4,0,323,8,0,0,0,0,1,0,0,0,0,9
-60,11.42746925,0,4,1,323,26,0,0,0,0,1,0,0,0,0,60,11.15295601,0,4,0,323,21,0,0,0,0,1,0,0,0,0,19
-60,11.15295601,0,4,1,324,-1,0,0,0,0,1,0,0,0,0,60,11.42746925,0,4,0,324,-1,0,0,0,0,1,0,0,0,0,30
-60,10.43922138,0,4,1,324,-1,0,0,0,0,1,0,0,0,0,60,10.71373463,0,4,0,324,-1,0,0,0,0,1,0,0,0,0,4
-60,7.324902534,0,4,1,29,6,0,0,0,0,1,0,0,-0.779999971,0,60,9.924901962,0,4,0,29,1,0,0,0,0,1,0,0,-0.129999995,0,48
-60,1.00E-04,0,4,1,42,6,0,0,0,0,2,1,0,0,0,60,9.99E-05,0,4,0,42,1,0,0,0,0,2,1,0,-1.819999933,0,11
-60,1.00E-04,0,4,0,14,1,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,42,14,0,0,0,0,2,1,0,0,0,0
-66.83300018,23.22009468,0,4,0,25,9,0,0,0,0,1,0,-0.773999989,2.059998989,0,60,1.00E-04,0,4,0,42,27,0,0,0,0,2,1,0,0,0,17
-72.56500244,38.17007828,0,4,0,67,13,0,0,0,0,1,0,-0.188000038,0.369999051,0,60,1.00E-04,0,4,0,14,10,0,0,0,0,2,1,0,0,0,24
-70.69900513,3.500076294,0,4,0,67,26,0,0,0,0,1,0,0.377999991,-3.5,0,60,1.00E-04,0,4,0,14,23,0,0,0,0,2,1,0,0,0,23
-69.34101105,1.00E-04,0,4,0,42,12,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,36,0,0,0,0,2,1,0,0,0,50
-69.34101105,23.22009468,0,4,0,25,9,0,0,0,0,1,0,0,2.059998989,0,60,1.00E-04,0,4,0,14,49,0,0,0,0,2,1,0,0,0,25
-69.34101105,23.22009468,0,4,1,351,13,0,0,0,0,0,0,0,0,0,60,1.00E-04,0,4,0,14,2,0,0,0,0,2,1,0,0,0,47
-46.37717438,23.22009468,0,4,1,351,26,0,0,0,0,0,0,2.017351151,0,0,60,1.00E-04,0,4,0,14,15,0,0,0,0,2,1,0,0,0,12
-26.38962173,20.47009468,0,4,1,351,39,0,0,0,0,0,0,1.162204742,-0.50000006,0,60,1.00E-04,0,4,0,14,28,0,0,0,0,2,1,0,0,0,46
-15.88132095,9.42009449,0,4,1,351,52,0,0,-1,0,0,0,0.541004181,-1.149999976,0,60,1.00E-04,0,4,0,14,41,0,0,0,0,2,1,0,0,0,21
-12.46337509,1.00E-04,0,4,1,43,8,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,54,0,0,0,0,2,1,0,0,0,0
-12.46337509,1.00E-04,0,4,1,43,28,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,67,0,0,0,0,2,1,0,0,0,17
-6.414373398,21.16009521,0,4,1,25,8,0,0,0,0,1,0,0.773999989,2.189999104,0,60,1.00E-04,0,4,0,14,10,0,0,0,0,2,1,0,0,0,45
-0.682372749,37.80008316,0,4,1,25,21,0,0,0,0,1,0,0.188000038,0.499999046,0,60,1.00E-04,0,4,0,14,23,0,0,0,0,2,1,0,0,0,47
-10.69037342,62.24007797,0,4,1,28,13,0,0,0,0,0,0,-0.773999989,1.099999309,0,60,1.00E-04,0,4,0,14,36,0,0,0,0,2,1,0,0,0,23
-10.69037533,62.24007416,0,4,1,354,13,0,0,0,0,0,0,0.013371802,0.005439377,0,60,1.00E-04,0,4,0,14,49,0,0,0,0,2,1,0,0,0,33
-3.527333736,88.01391602,0,4,1,354,26,0,0,0,0,0,0,0.382131577,1.431825638,0,60,1.00E-04,0,4,0,14,2,0,0,0,0,2,1,0,0,0,31
1.593986511,99.06813049,0,4,1,354,39,0,0,0,0,0,0,0.401172638,0.378067017,0,60,1.00E-04,0,4,0,14,15,0,0,0,0,2,1,0,0,0,28
3.398949623,95.09124756,0,4,1,354,52,0,0,0,0,0,0,0.401370049,-1.197971344,0,60,1.00E-04,0,4,0,14,28,0,0,0,0,2,1,0,0,0,34
12.45861244,75.06960297,0,4,1,35,1,0,0,0,0,0,0,0.90281713,-1.524940372,0,60,1.00E-04,0,4,0,14,41,0,0,0,0,2,1,0,0,0,48
23.28523636,29.56960297,0,4,1,35,6,0,0,0,0,0,0,0.772817254,-3.5,0,60,1.00E-04,0,4,0,14,54,0,0,0,0,2,1,0,0,0,50
31.72186279,1.00E-04,0,4,1,43,5,0,0,0,0,2,1,0.725634784,0,0,60,1.00E-04,0,4,0,14,7,0,0,0,0,2,1,0,0,0,3
32.3731308,1.00E-04,0,4,1,43,18,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,20,0,0,0,0,2,1,0,0,0,40
32.3731308,1.00E-04,0,4,1,14,1,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,33,0,0,0,0,2,1,0,0,0,48
32.3731308,1.00E-04,0,4,1,41,1,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,46,0,0,0,0,2,1,0,0,0,34
27.87077904,1.00E-04,0,4,1,60,10,0,0,0,0,2,1,0,0,0,60,1.00E-04,0,4,0,14,59,0,0,0,0,2,1,0,0,0,28
45.75230789,1.00E-04,0,4,1,60,20,0,6,0,0,2,1,7.714702368,0,0,60,1.00E-04,20,4,0,80,1,0,6,29,0,1,0,1.569966197,1.516098857,0,5
46.6165123,1.00E-04,0,4,1,60,28,0,0,0,0,2,1,0.242866509,0,0,71.23901367,6.173499584,20,4,0,80,9,0,0,21,0,1,0,1.276475787,0.192678332,0,12
46.61519241,1.00E-04,0,4,1,60,41,0,0,0,0,2,1,0.011215209,0,0,84.49475098,0.000100136,20,4,0,42,1,0,0,0,0,2,1,0.799553692,-1.957880616,0,45
46.75949097,1.00E-04,0,4,1,60,54,0,0,0,0,2,1,0.002368927,0,0,89.99969482,-8.579899788,20,4,0,29,4,0,0,0,0,1,0,0.078553736,-1.429999948,1,14
46.99153519,1.00E-04,0,4,1,14,3,0,0,0,0,2,1,0,0,0,88.0184021,-23.09623146,20,4,0,253,5,0,0,0,0,1,0,0,0,1,16
42.48918533,1.00E-04,0,4,1,60,10,0,0,0,0,2,1,0,0,0,88.0184021,-23.09623146,20,4,0,253,18,0,0,0,0,1,0,0,0,1,5
61.17505646,1.00E-04,0,4,1,60,23,0,0,0,0,2,1,-3.534957767,0,0,88.0184021,-23.09623146,20,4,0,253,31,0,0,0,0,1,0,0,0,1,45
61.23888016,1.00E-04,0,4,1,60,36,0,0,0,0,2,1,-0.020877837,0,0,88.0184021,-23.09623146,20,4,0,253,44,0,0,0,0,1,0,0,0,1,51
61.33483505,1.00E-04,0,4,1,60,49,0,0,0,0,2,1,0.034059523,0,0,88.0184021,-23.09623146,20,4,0,253,7,0,0,0,0,1,0,0,0,1,26
61.86207581,1.00E-04,0,4,1,14,1,0,0,0,0,2,1,0.245228671,0,0,88.0184021,-23.09623146,20,4,0,253,20,0,0,0,0,1,0,0,0,1,27
61.90468979,1.00E-04,0,4,1,212,13,0,0,0,0,2,1,0,0,0,88.0184021,-23.09623146,20,4,0,253,33,0,0,0,0,1,0,0,0,1,5
61.90468979,1.00E-04,0,4,1,212,26,0,0,0,0,2,1,0,0,0,88.0184021,-23.09623146,20,4,0,253,46,0,0,0,0,1,0,0,0,1,28
61.90468979,1.00E-04,0,4,1,180,0,0,0,8,0,2,1,0,0,0,88.0184021,-23.09623146,20,4,0,253,9,0,0,0,0,1,0,0,0,1,24
61.90468979,1.00E-04,0,4,1,235,13,0,0,9,0,2,1,0,0,0,88.0184021,-23.09623146,20,4,0,253,22,0,0,0,0,1,0,0,0,1,18
61.90468979,1.00E-04,0,4,1,235,26,0,0,9,0,2,1,0,0,0,88.0184021,-23.09623146,20,4,0,253,35,0,0,0,0,1,0,0,0,1,20
61.90468979,1.00E-04,0,4,1,18,7,0,0,0,0,2,1,0,0,0,88.0184021,-23.09623146,20,4,0,253,48,0,0,0,0,1,0,0,0,1,49
61.90468979,1.00E-04,0,4,0,14,9,0,0,0,0,2,1,0,0,0,88.0184021,-23.09623146,20,4,0,253,11,0,0,0,0,1,0,0,0,1,40
61.90468979,1.00E-04,0,4,0,180,0,0,0,12,0,2,1,0,0,0,88.0184021,-23.09623146,20,4,0,253,24,0,0,0,0,1,0,0,0,1,30
61.90468979,1.00E-04,0,4,0,235,13,0,0,13,0,2,1,0,0,0,88.0184021,-23.09623146,20,4,0,253,37,0,0,0,0,1,0,0,0,1,52
61.90468979,1.00E-04,0,4,0,235,26,0,0,13,0,2,1,0,0,0,88.0184021,-23.09623146,20,4,0,253,50,0,0,0,0,1,0,0,0,1,19
58.81455612,1.00E-04,0,4,0,14,1,0,0,-1,0,2,1,-0.998277724,0,0,88.0184021,-23.09623146,20,4,0,253,13,0,0,0,0,1,0,0,0,1,12
57.49972153,1.00E-04,0,4,0,64,13,0,0,-1,0,2,1,0,0,0,88.0184021,-23.09623146,20,4,0,253,26,0,0,0,0,1,0,0,0,1,16
57.49972153,1.00E-04,0,4,0,64,14,0,0,-1,0,2,1,0,0,0,88.0184021,-23.09623146,20,4,0,253,39,0,0,0,0,1,0,0,0,1,48
57.49972153,1.00E-04,0,4,0,64,27,0,0,-1,0,2,1,0,0,0,88.0184021,-23.09623146,20,4,0,253,2,0,0,0,0,1,0,0,0,1,9
57.49972153,1.00E-04,0,4,0,64,40,0,0,-1,0,2,1,0,0,0,88.0184021,-23.09623146,20,4,0,253,15,0,0,0,0,1,0,0,0,1,27
57.49972153,1.00E-04,0,4,0,180,0,0,0,8,0,2,1,0,0,0,88.0184021,-23.09623146,20,4,0,253,28,0,0,0,0,1,0,0,0,1,29
50.66671753,23.22009468,0,4,0,25,9,0,0,0,0,1,0,-0.773999989,2.059998989,0,88.0184021,-23.09623146,20,4,0,253,41,0,0,0,0,1,0,0,0,1,20
48.26432419,23.2200985,0,4,0,354,13,0,0,0,0,0,0,-0.013371802,0.005439377,0,88.0184021,-23.09623146,20,4,0,253,4,0,0,0,0,1,0,0,0,1,7
46.9356842,48.99394226,0,4,0,354,26,0,0,0,0,0,0,-0.382131577,1.431825638,0,88.0184021,-23.09623146,20,4,0,253,17,0,0,0,0,1,0,0,0,1,30
41.81436157,60.04818344,0,4,0,354,39,0,0,0,0,0,0,-0.401172638,0.378067017,0,88.0184021,-23.09623146,20,4,0,253,30,0,0,0,0,1,0,0,0,1,26
38.97979736,56.07130814,0,4,0,354,52,0,0,0,0,0,0,-0.401370049,-1.197971344,0,88.0184021,-23.09623146,20,4,0,253,43,0,0,0,0,1,0,0,0,1,20
31.1081295,36.04966354,0,4,0,35,1,0,0,0,0,0,0,-0.744417071,-1.524940372,0,88.0184021,-23.09623146,20,4,0,253,6,0,0,0,0,1,0,0,0,1,37
17.55162239,4.950257301,0,4,0,35,6,0,0,0,0,0,0,-1.110000014,-2.900000095,0,88.0184021,-23.09623146,20,4,0,253,19,0,0,0,0,1,0,0,0,1,17
11.25562,1.00E-04,0,4,0,43,12,0,0,0,0,2,1,0,0,0,88.0184021,-23.09623146,20,4,0,253,32,0,0,0,0,1,0,0,0,1,0
11.25562,1.00E-04,0,4,0,43,25,0,0,0,0,2,1,0,0,0,88.0184021,-23.09623146,20,4,0,253,45,0,0,0,0,1,0,0,0,1,1
7.506682873,1.00E-04,0,4,0,14,1,0,0,-1,0,2,1,-1.077942789,0,0,88.0184021,-23.09623146,20,4,0,253,8,0,0,0,0,1,0,0,0,1,26
-2.190475464,1.00E-04,0,4,1,349,13,0,0,-1,0,2,1,0.000629425,0,0,88.0184021,-23.09623146,20,4,0,253,21,0,0,0,0,1,0,0,0,1,30
35.06532669,1.00E-04,0,4,1,349,26,0,0,-1,0,2,1,5.156680822,0,0,88.0184021,-23.09623146,20,4,0,253,34,0,0,0,0,1,0,0,0,1,17
55.07510376,1.00E-04,0,4,1,349,39,0,0,-1,0,2,1,1.814025819,0,0,88.0184021,-23.09623146,20,4,0,253,47,0,0,0,0,1,0,0,0,1,14
63.04782486,1.00E-04,0,4,1,349,52,0,0,-1,0,2,1,0.784965485,0,0,88.0184021,-23.09623146,20,4,0,253,10,0,0,0,0,1,0,0,0,1,30
65.74054718,1.00E-04,0,4,1,349,65,0,0,-1,0,2,1,0.158462517,0,0,88.0184021,-23.09623146,20,4,0,253,23,0,0,0,0,1,0,0,0,1,31
65.76989746,1.00E-04,0,4,1,349,78,0,0,-1,0,2,1,-0.065498348,0,0,88.0184021,-23.09623146,20,4,0,253,36,0,0,0,0,1,0,0,0,1,32
65.73686981,18.97009659,0,4,1,25,7,0,0,0,0,1,0,0,2.319999218,0,88.0184021,-23.09623146,20,4,0,253,49,0,0,0,0,1,0,0,0,1,6
75.74484253,43.41008759,0,4,1,27,13,0,0,0,0,0,0,0.773999989,1.099999309,0,88.0184021,-23.09623146,20,4,0,253,12,0,0,0,0,1,0,0,0,1,38
81.47684479,45.88008118,0,4,1,27,26,0,0,0,0,0,0,0.188000038,-0.590000629,0,88.0184021,-23.09623146,20,4,0,253,25,0,0,0,0,1,0,0,0,1,29
79.61084747,26.38007164,0,4,1,67,13,0,0,0,0,0,0,-0.377999991,-2.280000687,0,88.0184021,-23.09623146,20,4,0,253,38,0,0,0,0,1,0,0,0,1,5
75.81684875,1.00E-04,0,4,1,42,3,0,0,0,0,2,1,-0.216000199,0,0,88.0184021,-23.09623146,20,4,0,253,1,0,0,0,0,1,0,0,0,1,14
75.78884888,21.16009521,0,4,1,25,8,0,0,0,0,1,0,0,2.189999104,0,88.0184021,-23.09623146,20,4,0,253,14,0,0,0,0,1,0,0,0,1,40
75.78884888,37.80008316,0,4,1,25,21,0,0,0,0,1,0,0,0.499999046,0,88.0184021,-23.09623146,20,4,0,253,27,0,0,0,0,1,0,0,0,1,13
75.78884888,32.47006989,0,4,1,65,13,0,0,0,0,1,0,0,-1.190000892,0,88.0184021,-23.09623146,20,4,0,253,40,0,0,0,0,1,0,0,0,1,5
75.78884888,5.17005682,0,4,1,65,26,0,0,0,0,1,0,0,-2.880001545,0,88.0184021,-23.09623146,20,4,0,253,3,0,0,0,0,1,0,0,0,1,50
75.78884888,1.00E-04,0,4,1,70,21,0,0,0,0,2,1,0,0,0,88.0184021,-23.09623146,20,4,0,253,16,0,0,0,0,1,0,0,0,1,17
79.19498444,1.00E-04,0,4,1,14,1,0,0,0,0,2,1,0.822355986,0,0,88.0184021,-23.09623146,20,4,0,253,29,0,0,0,0,1,0,0,0,1,21
84.54671478,1.00E-04,0,4,1,357,13,0,0,0,0,2,1,5.351724625,0,0,88.0184021,-23.48623085,20,4,0,38,2,0,0,0,0,1,0,0,-0.25999999,1,11
117.9949951,1.00E-04,0,4,1,357,26,0,0,0,0,1,0,2.675861359,0,1,88.0184021,-38.69622803,20,4,0,38,15,0,0,0,0,1,0,0,-1.949999928,1,13
152.7812195,1.00E-04,0,4,1,357,39,0,0,0,0,1,0,2.675865173,0,1,88.0184021,-73.3862381,20,4,0,38,28,0,0,0,0,1,0,0,-2.900000095,1,34
166.4726105,2.218910217,0,4,1,362,12,0,0,0,0,1,0,1.186908245,-0.458784103,1,88.0184021,-111.0862579,20,4,0,38,12,0,0,0,0,1,0,0,-2.900000095,1,32
180.9924316,-15.57528305,0,4,1,362,25,0,0,0,0,1,0,1.056908369,-2.148784161,1,88.0184021,-140.0862427,0,3,0,0,-1,0,0,0,0,1,0,0,0,1,26
193.8222351,-51.46921539,0,4,1,29,1,0,0,0,0,1,0,0.926908493,-2.900000095,1,88.0184021,-140.0862427,0,3,0,0,-1,0,0,0,0,1,0,0,0,1,41
193.8222351,-27.0292244,0,4,1,27,13,0,0,0,0,0,0,0,1.099999309,1,88.0184021,-140.0862427,0,3,0,0,-1,0,0,0,0,1,0,0,0,1,17
198.1322327,-24.5592308,0,4,1,66,13,0,0,0,0,0,0,0.566000044,-0.590000629,1,88.0184021,-140.0862427,0,3,0,0,-1,0,0,0,0,1,0,0,0,1,12
204.580246,-70.05923462,1,4,1,66,26,0,0,0,0,0,0,0.436000168,-3.5,1,88.0184021,-140.0862427,0,3,0,0,-1,0,0,0,0,1,0,0,0,1,16
215.5662384,-115.5592346,1,4,1,66,39,0,0,0,0,0,0,1.110000014,-3.5,1,-50,103.6499939,0,3,1,12,9,0,0,0,0,1,0,0,-1.149999976,0,30
223.0562439,-140.0592346,0,3,1,0,-1,0,0,0,0,0,0,0,0,1,-50,88.69998169,0,3,1,12,22,0,0,0,0,1,0,0,-1.149999619,0,11
223.0562439,-140.0592346,0,3,1,0,-1,0,0,0,0,0,0,0,0,1,-50,73.74996185,0,3,1,12,35,0,0,0,0,1,0,0,-1.149998665,0,14
223.0562439,-140.0592346,0,3,1,0,-1,0,0,0,0,0,0,0,0,1,-50,58.79996872,0,3,1,12,48,0,0,0,0,1,0,0,-1.149997473,0,38
223.0562439,-140.0592346,0,3,1,0,-1,0,0,0,0,0,0,0,0,1,-50,45,0,3,1,13,1,0,0,0,0,1,0,0,0,0,44
223.0562439,-140.0592346,0,3,1,0,-1,0,0,0,0,0,0,0,0,1,-50,45,0,3,1,13,14,0,0,0,0,1,0,0,0,0,35
16,100.1999969,0,3,0,12,12,0,0,0,0,1,0,0,-1.149999976,0,-50,45,0,3,1,13,27,0,0,0,0,1,0,0,0,0,52
16,85.24997711,0,3,0,12,25,0,0,0,0,1,0,0,-1.14999938,0,-50,45,0,3,1,13,40,0,0,0,0,1,0,0,0,0,25
16,70.29995728,0,3,0,12,38,0,0,0,0,1,0,0,-1.149998188,0,-50,45,0,3,1,13,53,0,0,0,0,1,0,0,0,0,40
16,55.34997559,0,3,0,12,51,0,0,0,0,1,0,0,-1.149997354,0,-50,45,0,3,1,13,6,0,0,0,0,1,0,0,0,0,49
16,45,0,3,0,13,4,0,0,0,0,1,0,0,0,0,-50,45,0,3,1,13,19,0,0,0,0,1,0,0,0,0,19
