60.04106903076172,-141.7283935546875,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,71.25093078613281,29.7000675201416,18.0,2.0,1.0,69.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8509376049041748,-1.4500008821487427,0.0,14.0
60.04106903076172,-141.7283935546875,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,71.25093078613281,29.7000675201416,18.0,2.0,1.0,69.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8509376049041748,-1.4500008821487427,0.0,14.0
60.04106903076172,-141.7283935546875,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,71.25093078613281,29.7000675201416,18.0,2.0,1.0,69.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8509376049041748,-1.4500008821487427,0.0,14.0
60.04106903076172,-141.7283935546875,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,71.25093078613281,29.7000675201416,18.0,2.0,1.0,69.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8509376049041748,-1.4500008821487427,0.0,14.0
-60.0,10.0,0.0,4.0,1.0,322.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60.0,10.0,0.0,4.0,0.0,322.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0
-60.0,10.71373462677002,0.0,4.0,1.0,323.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60.0,10.439221382141113,0.0,4.0,0.0,323.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0
-60.0,11.427469253540039,0.0,4.0,1.0,323.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60.0,11.152956008911133,0.0,4.0,0.0,323.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0
-60.0,11.152956008911133,0.0,4.0,1.0,324.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60.0,11.427469253540039,0.0,4.0,0.0,324.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0
-60.0,10.439221382141113,0.0,4.0,1.0,324.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60.0,10.71373462677002,0.0,4.0,0.0,324.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0
-60.0,7.324902534484863,0.0,4.0,1.0,29.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7799999713897705,0.0,60.0,9.924901962280273,0.0,4.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.12999999523162842,0.0,5.0
