Distance between players,Stage,Smashbot x,y,percent,stock,facing,action value,action frame,invulnerable,hitlag frames left,hitstun frames left,charging smash,jumps left,on ground,x speed,y speed,off stage,Smashbot2 or Human x,y,percent,stock,facing,action value,action frame,invulnerable,hitlag frames left,hitstun frames left,charging smash,jumps left,on ground,x speed,y speed,off stage
77.60048402,24,38.79999924,36.07844162,0,4,0,323,16,0,0,0,0,1,0,0,0,0,-38.79999924,36.35295486,0,4,1,323,21,0,0,0,0,1,0,0,0,0
77.60048402,24,38.79999924,36.13334656,0,4,0,323,17,0,0,0,0,1,0,0,0,0,-38.79999924,36.4078598,0,4,1,323,22,0,0,0,0,1,0,0,0,0
77.60048402,24,38.79999924,36.18824768,0,4,0,323,18,0,0,0,0,1,0,0,0,0,-38.79999924,36.46276093,0,4,1,323,23,0,0,0,0,1,0,0,0,0
77.60048402,24,38.79999924,36.24315262,0,4,0,323,19,0,0,0,0,1,0,0,0,0,-38.79999924,36.51766586,0,4,1,323,24,0,0,0,0,1,0,0,0,0
77.60048402,24,38.79999924,36.29805374,0,4,0,323,20,0,0,0,0,1,0,0,0,0,-38.79999924,36.57256699,0,4,1,323,25,0,0,0,0,1,0,0,0,0
77.60048402,24,38.79999924,36.35295486,0,4,0,323,21,0,0,0,0,1,0,0,0,0,-38.79999924,36.62746811,0,4,1,323,26,0,0,0,0,1,0,0,0,0
77.60048402,24,38.79999924,36.4078598,0,4,0,323,22,0,0,0,0,1,0,0,0,0,-38.79999924,36.68237305,0,4,1,323,27,0,0,0,0,1,0,0,0,0
77.60048402,24,38.79999924,36.46276093,0,4,0,323,23,0,0,0,0,1,0,0,0,0,-38.79999924,36.73727417,0,4,1,323,28,0,0,0,0,1,0,0,0,0
77.60048402,24,38.79999924,36.51766586,0,4,0,323,24,0,0,0,0,1,0,0,0,0,-38.79999924,36.79217911,0,4,1,323,29,0,0,0,0,1,0,0,0,0
77.60048402,24,38.79999924,36.57256699,0,4,0,323,25,0,0,0,0,1,0,0,0,0,-38.79999924,36.84708023,0,4,1,324,-1,0,0,0,0,1,0,0,0,0
77.60017328,24,38.79999924,36.62746811,0,4,0,323,26,0,0,0,0,1,0,0,0,0,-38.79999924,36.79217911,0,4,1,324,-1,0,0,0,0,1,0,0,0,0
77.6000179,24,38.79999924,36.68237305,0,4,0,323,27,0,0,0,0,1,0,0,0,0,-38.79999924,36.73727417,0,4,1,324,-1,0,0,0,0,1,0,0,0,0
77.6000179,24,38.79999924,36.73727417,0,4,0,323,28,0,0,0,0,1,0,0,0,0,-38.79999924,36.68237305,0,4,1,324,-1,0,0,0,0,1,0,0,0,0
77.60017328,24,38.79999924,36.79217911,0,4,0,323,29,0,0,0,0,1,0,0,0,0,-38.79999924,36.62746811,0,4,1,324,-1,0,0,0,0,1,0,0,0,0
77.60048402,24,38.79999924,36.84708023,0,4,0,324,-1,0,0,0,0,1,0,0,0,0,-38.79999924,36.57256699,0,4,1,324,-1,0,0,0,0,1,0,0,0,0
77.60048402,24,38.79999924,36.79217911,0,4,0,324,-1,0,0,0,0,1,0,0,0,0,-38.79999924,36.51766586,0,4,1,324,-1,0,0,0,0,1,0,0,0,0
77.60048402,24,38.79999924,36.73727417,0,4,0,324,-1,0,0,0,0,1,0,0,0,0,-38.79999924,36.46276093,0,4,1,324,-1,0,0,0,0,1,0,0,0,0
77.60048402,24,38.79999924,36.68237305,0,4,0,324,-1,0,0,0,0,1,0,0,0,0,-38.79999924,36.4078598,0,4,1,324,-1,0,0,0,0,1,0,0,0,0
77.60048402,24,38.79999924,36.62746811,0,4,0,324,-1,0,0,0,0,1,0,0,0,0,-38.79999924,36.35295486,0,4,1,324,-1,0,0,0,0,1,0,0,0,0
77.60048402,24,38.79999924,36.57256699,0,4,0,324,-1,0,0,0,0,1,0,0,0,0,-38.79999924,36.29805374,0,4,1,324,-1,0,0,0,0,1,0,0,0,0
77.60048402,24,38.79999924,36.51766586,0,4,0,324,-1,0,0,0,0,1,0,0,0,0,-38.79999924,36.24315262,0,4,1,324,-1,0,0,0,0,1,0,0,0,0
77.60048402,24,38.79999924,36.46276093,0,4,0,324,-1,0,0,0,0,1,0,0,0,0,-38.79999924,36.18824768,0,4,1,324,-1,0,0,0,0,1,0,0,0,0
77.60048402,24,38.79999924,36.4078598,0,4,0,324,-1,0,0,0,0,1,0,0,0,0,-38.79999924,36.13334656,0,4,1,324,-1,0,0,0,0,1,0,0,0,0
77.60048402,24,38.79999924,36.35295486,0,4,0,324,-1,0,0,0,0,1,0,0,0,0,-38.79999924,36.07844162,0,4,1,324,-1,0,0,0,0,1,0,0,0,0
77.60048402,24,38.79999924,36.29805374,0,4,0,324,-1,0,0,0,0,1,0,0,0,0,-38.79999924,36.0235405,0,4,1,324,-1,0,0,0,0,1,0,0,0,0
77.60048402,24,38.79999924,36.24315262,0,4,0,324,-1,0,0,0,0,1,0,0,0,0,-38.79999924,35.96863937,0,4,1,324,-1,0,0,0,0,1,0,0,0,0
77.60048402,24,38.79999924,36.18824768,0,4,0,324,-1,0,0,0,0,1,0,0,0,0,-38.79999924,35.91373444,0,4,1,324,-1,0,0,0,0,1,0,0,0,0
77.60048402,24,38.79999924,36.13334656,0,4,0,324,-1,0,0,0,0,1,0,0,0,0,-38.79999924,35.85883331,0,4,1,324,-1,0,0,0,0,1,0,0,0,0
77.60048402,24,38.79999924,36.07844162,0,4,0,324,-1,0,0,0,0,1,0,0,0,0,-38.79999924,35.80392838,0,4,1,324,-1,0,0,0,0,1,0,0,0,0
77.60048402,24,38.79999924,36.0235405,0,4,0,324,-1,0,0,0,0,1,0,0,0,0,-38.79999924,35.74902725,0,4,1,324,-1,0,0,0,0,1,0,0,0,0
77.60048402,24,38.79999924,35.96863937,0,4,0,324,-1,0,0,0,0,1,0,0,0,0,-38.79999924,35.69412613,0,4,1,324,-1,0,0,0,0,1,0,0,0,0
77.60048402,24,38.79999924,35.91373444,0,4,0,324,-1,0,0,0,0,1,0,0,0,0,-38.79999924,35.63922119,0,4,1,324,-1,0,0,0,0,1,0,0,0,0
77.60048402,24,38.79999924,35.85883331,0,4,0,324,-1,0,0,0,0,1,0,0,0,0,-38.79999924,35.58432007,0,4,1,324,-1,0,0,0,0,1,0,0,0,0
77.60048402,24,38.79999924,35.80392838,0,4,0,324,-1,0,0,0,0,1,0,0,0,0,-38.79999924,35.52941513,0,4,1,324,-1,0,0,0,0,1,0,0,0,0
77.60048402,24,38.79999924,35.74902725,0,4,0,324,-1,0,0,0,0,1,0,0,0,0,-38.79999924,35.47451401,0,4,1,324,-1,0,0,0,0,1,0,0,0,0
77.60048402,24,38.79999924,35.69412613,0,4,0,324,-1,0,0,0,0,1,0,0,0,0,-38.79999924,35.41961288,0,4,1,324,-1,0,0,0,0,1,0,0,0,0
77.60048402,24,38.79999924,35.63922119,0,4,0,324,-1,0,0,0,0,1,0,0,0,0,-38.79999924,35.36470795,0,4,1,324,-1,0,0,0,0,1,0,0,0,0
77.60048402,24,38.79999924,35.58432007,0,4,0,324,-1,0,0,0,0,1,0,0,0,0,-38.79999924,35.30980682,0,4,1,324,-1,0,0,0,0,1,0,0,0,0
77.60048402,24,38.79999924,35.52941513,0,4,0,324,-1,0,0,0,0,1,0,0,0,0,-38.79999924,35.25490189,0,4,1,324,-1,0,0,0,0,1,0,0,0,0
77.60078605,24,38.79999924,35.47451401,0,4,0,324,-1,0,0,0,0,1,0,0,0,0,-38.79999924,35.124897,0,4,1,29,1,0,0,0,0,1,0,0,-0.129999995,0
77.6019811,24,38.79999924,35.41961288,0,4,0,324,-1,0,0,0,0,1,0,0,0,0,-38.79999924,34.86489868,0,4,1,29,2,0,0,0,0,1,0,0,-0.25999999,0
77.60509985,24,38.79999924,35.36470795,0,4,0,324,-1,0,0,0,0,1,0,0,0,0,-38.79999924,34.47489929,0,4,1,29,3,0,0,0,0,1,0,0,-0.389999986,0
77.61182602,24,38.79999924,35.30980682,0,4,0,324,-1,0,0,0,0,1,0,0,0,0,-38.79999924,33.95489883,0,4,1,29,4,0,0,0,0,1,0,0,-0.519999981,0
77.62449537,24,38.79999924,35.25490189,0,4,0,324,-1,0,0,0,0,1,0,0,0,0,-38.79999924,33.30489731,0,4,1,29,5,0,0,0,0,1,0,0,-0.649999976,0
77.64354291,24,38.79999924,35.124897,0,4,0,29,1,0,0,0,0,1,0,0,-0.129999995,0,-38.79999924,32.52489853,0,4,1,29,6,0,0,0,0,1,0,0,-0.779999971,0
77.668026,24,38.79999924,34.86489868,0,4,0,29,2,0,0,0,0,1,0,0,-0.25999999,0,-38.79999924,31.61489868,0,4,1,29,7,0,0,0,0,1,0,0,-0.909999967,0
77.69793932,24,38.79999924,34.47489929,0,4,0,29,3,0,0,0,0,1,0,0,-0.389999986,0,-38.79999924,30.57489777,0,4,1,29,8,0,0,0,0,1,0,0,-1.039999962,0
77.73327649,24,38.79999924,33.95489883,0,4,0,29,4,0,0,0,0,1,0,0,-0.519999981,0,-38.79999924,29.40489769,0,4,1,29,1,0,0,0,0,1,0,0,-1.169999957,0
77.77403006,24,38.79999924,33.30489731,0,4,0,29,5,0,0,0,0,1,0,0,-0.649999976,0,-38.79999924,28.10489845,0,4,1,29,2,0,0,0,0,1,0,0,-1.299999952,0
77.8201919,24,38.79999924,32.52489853,0,4,0,29,6,0,0,0,0,1,0,0,-0.779999971,0,-38.79999924,26.67489815,0,4,1,29,3,0,0,0,0,1,0,0,-1.429999948,0
77.87175202,24,38.79999924,31.61489868,0,4,0,29,7,0,0,0,0,1,0,0,-0.909999967,0,-38.79999924,25.11489868,0,4,1,29,4,0,0,0,0,1,0,0,-1.559999943,0
77.67334822,24,38.79999924,30.57489777,0,4,0,29,8,0,0,0,0,1,0,0,-1.039999962,0,-38.79999924,27.20009995,0,4,1,42,1,0,0,0,0,2,1,0,-1.689999938,0
77.63131389,24,38.79999924,29.40489769,0,4,0,29,1,0,0,0,0,1,0,0,-1.169999957,0,-38.79999924,27.20009995,0,4,1,42,2,0,0,0,0,2,1,0,0,0
77.60527317,24,38.79999924,28.10489845,0,4,0,29,2,0,0,0,0,1,0,0,-1.299999952,0,-38.79999924,27.20009995,0,4,1,42,3,0,0,0,0,2,1,0,0,0
77.60177575,24,38.79999924,26.67489815,0,4,0,29,3,0,0,0,0,1,0,0,-1.429999948,0,-38.79999924,27.20009995,0,4,1,42,4,0,0,0,0,2,1,0,0,0
77.6280093,24,38.79999924,25.11489868,0,4,0,29,4,0,0,0,0,1,0,0,-1.559999943,0,-38.79999924,27.20009995,0,4,1,42,5,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,42,1,0,0,0,0,2,1,0,-1.689999938,0,-38.79999924,27.20009995,0,4,1,42,6,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,42,2,0,0,0,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,42,7,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,42,3,0,0,0,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,42,8,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,42,4,0,0,0,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,42,9,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,42,5,0,0,0,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,42,10,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,178,-1,0,0,0,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,42,11,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,178,-1,0,0,1,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,42,12,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,178,-1,0,0,2,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,42,13,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,178,-1,0,0,3,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,42,14,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,178,-1,0,0,4,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,42,15,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,178,-1,0,0,5,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,42,16,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,178,-1,0,0,6,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,42,17,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,178,-1,0,0,7,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,42,18,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,0,0,0,8,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,42,19,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,1,0,0,9,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,42,20,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,2,0,0,10,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,42,21,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,3,0,0,11,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,42,22,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,4,0,0,12,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,42,23,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,5,0,0,13,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,42,24,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,6,0,0,14,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,42,25,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,7,0,0,15,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,42,26,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,8,0,0,16,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,42,27,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,9,0,0,17,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,42,28,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,10,0,0,18,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,42,29,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,11,0,0,19,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,42,30,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,12,0,0,20,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,1,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,13,0,0,21,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,2,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,14,0,0,22,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,3,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,15,0,0,23,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,4,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,178,-1,0,0,0,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,5,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,178,-1,0,0,1,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,6,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,178,-1,0,0,2,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,7,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,178,-1,0,0,3,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,8,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,178,-1,0,0,4,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,9,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,178,-1,0,0,5,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,10,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,178,-1,0,0,6,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,11,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,178,-1,0,0,7,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,12,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,0,0,0,8,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,13,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,1,0,0,9,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,14,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,2,0,0,10,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,15,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,3,0,0,11,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,16,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,4,0,0,12,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,17,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,5,0,0,13,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,18,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,6,0,0,14,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,19,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,7,0,0,15,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,20,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,8,0,0,16,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,21,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,9,0,0,17,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,22,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,10,0,0,18,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,23,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,11,0,0,19,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,24,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,12,0,0,20,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,25,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,13,0,0,21,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,26,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,14,0,0,22,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,27,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,15,0,0,23,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,28,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,14,1,0,0,24,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,29,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,14,2,0,0,24,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,30,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,14,3,0,0,24,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,31,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,178,-1,0,0,0,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,32,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,178,-1,0,0,1,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,33,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,178,-1,0,0,2,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,34,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,178,-1,0,0,3,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,35,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,178,-1,0,0,4,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,36,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,178,-1,0,0,5,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,37,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,178,-1,0,0,6,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,38,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,178,-1,0,0,7,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,39,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,0,0,0,8,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,40,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,1,0,0,9,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,41,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,2,0,0,10,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,42,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,3,0,0,11,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,43,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,4,0,0,12,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,44,0,0,0,0,2,1,0,0,0
77.59999847,24,38.79999924,27.20009995,0,4,0,180,5,0,0,13,0,2,1,0,0,0,-38.79999924,27.20009995,0,4,1,14,45,0,0,0,0,2,1,0,0,0
